"";"Horodateur";"Gender";"Age";"Country";"Highest level of education attained";"Have you ever been diving or snorkeling?";"How would you evaluate your knowledge of coral reefs?";"Do you have problems with color perception?";"If you wish to exercise your right of withdrawal, please contact Gita ALISA gitaalisa0808@gmail.com with the following code :"
"175";2023-05-19;"Male";57;"Brazil";"Doctoral or Professional degree";"Both diving and snorkeling";"Low";"No";"C_15_judge_117ac9883f0a3833a7c12575af7d055f"
"176";2023-05-19;"Female";31;"France";"Doctoral or Professional degree";"Never";"Poor";"No";"C_15_judge_a4f6a5f99323bdd5ef875c3140d54194"
"177";2023-05-19;"Female";58;"France";"Doctoral or Professional degree";"Both diving and snorkeling";"Poor";"No";NA
"178";2023-05-19;"Female";33;"France";"Master's degree";"Never";"Poor";"No";"C_15_judge_4cd048cd86c4d21e09d8a9f83ea8a94c"
"179";2023-05-19;"Male";66;"Switzerland";"Master's degree";"Only snorkeling";"Average";"No";"C_15_judge_e381af1894fd1292f09f60f5b17585dd"
"180";2023-05-19;"Female";29;"United States";"Master's degree";"Only snorkeling";"Good";"No";"C_15_judge_2650e7720ec54f1066e56a9cc78b454c"
"181";2023-05-19;"Male";31;"Belgium";"Doctoral or Professional degree";"Only diving";"Low";"No";"C_15_judge_b1ff86948572abd6fd9d345445352438"
"182";2023-05-19;"Female";22;"United States";"Associate's and/or Bachelor's degree";"Only snorkeling";"Average";"No";"C_15_judge_ca531b5ffeb4d0ac02e52a7777e2fc2f"
"183";2023-05-19;"Other";41;"United States";"Doctoral or Professional degree";"Both diving and snorkeling";"Low";"No";"C_15_judge_aa0d1fa5370248ecbe6539fda8a66b8e"
"184";2023-05-19;"Male";26;"France";"Master's degree";"Never";"Poor";"No";"C_15_judge_b4a9ebe0da9cc8caa51842ace4acd18f"
"185";2023-05-19;"Other";38;"United States";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_ee5dbd93a81f39523228a35f1ddd9014"
"186";2023-05-19;"Male";39;"United States";"Doctoral or Professional degree";"Only snorkeling";"Good";"No";"C_15_judge_fb1dc57f7d16b1a547290f00fa87c2dc"
"187";2023-05-19;"Female";28;"United States";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_c4820d0b3f8b9cd173a6a31189efca35"
"188";2023-05-19;"Male";36;"Canada";"Doctoral or Professional degree";"Only snorkeling";"Poor";"No";"C_15_judge_91beb7282a939a96db92cfdcd506197f"
"189";2023-05-19;"Female";40;"Germany";"Doctoral or Professional degree";"Only snorkeling";"Low";"No";"C_15_judge_9bc230a612e29d765be19f8dd4ca756f"
"190";2023-05-20;"Male";67;"Puerto Rico";"Doctoral or Professional degree";"Only snorkeling";"Average";"No";"C_15_judge_478406d2f52ef19c0c727cda02904666"
"191";2023-05-20;"Male";29;"United Kingdom";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_76a73013319273ba0c894c520e1b1234"
"192";2023-05-20;"Female";29;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_b55a60f78b58684ce53d7f5696ac9a97"
"193";2023-05-20;"Male";20;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_df5c25f75ccb26bc91c31f4657c8ec4b"
"194";2023-05-20;"Female";25;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Good";"Yes";"C_15_judge_c0dba16485f63be96ae1fc555aff97ce"
"195";2023-05-20;"Male";27;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_59aebbee190304a7e1adb5f20e911ab0"
"196";2023-05-20;"Male";23;"Indonesia";"High school graduate";"Both diving and snorkeling";"Good";"No";"C_15_judge_a5a39f01a0390565b22f553ddec854a8"
"197";2023-05-20;"Male";29;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_f0e109e7fd6409f99b9d9de485a1c6d9"
"198";2023-05-20;"Female";24;"Indonesia";"Doctoral or Professional degree";"Only snorkeling";"Low";"Yes";"C_15_judge_35e97cb7cd93cbc69c4fa03660c55c5e"
"199";2023-05-20;"Female";23;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Low";"No";"C_15_judge_915b96b32350b8465073a562d6578d3f"
"200";2023-05-20;"Female";35;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_a35a9b9d709da0a460a9a691f35f545c"
"201";2023-05-20;"Male";27;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_e6b9e678dd1568931a907644fa4d7e47"
"202";2023-05-20;"Male";46;"United Kingdom";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_083548b4ba4d7978e9b9110032cb82e1"
"203";2023-05-20;"Female";23;"Indonesia";"Master's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_b7e82b4cc7d8a4bc84f34cdc50268c7a"
"204";2023-05-20;"Male";27;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_40883ff68a3c61151188d198c0524ef5"
"205";2023-05-20;"Female";26;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_bf86ba37087d2ab4a8f6bb33eccda7cf"
"206";2023-05-20;"Female";27;"United Kingdom";"Master's degree";"Only snorkeling";"Average";"No";"C_15_judge_9ec6c8fd68fa94f1d58634f3f18f49f6"
"207";2023-05-20;"Male";49;"United Kingdom";"None";"Only snorkeling";"Low";"No";"C_15_judge_98c7a2e1bcbc1a7c1efa1806cac87118"
"208";2023-05-20;"Male";27;"United Kingdom";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_2710d870361d2205e90275dcf3a470d8"
"209";2023-05-20;"Male";50;"United Kingdom";"Associate's and/or Bachelor's degree";"Only snorkeling";"Average";"No";"C_15_judge_74364db503645a1fccf09cf997fe08bb"
"210";2023-05-20;"Male";43;"Indonesia";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_d5fa659355dabde6f594f9a57cf414c9"
"211";2023-05-20;"Female";55;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_8143189d63417f0e4931046c07c40f5c"
"212";2023-05-20;"Male";33;"United Kingdom";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"Yes";"C_15_judge_6a91433493abf7198231e0ce2f62378d"
"213";2023-05-20;"Female";26;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_341dbd1fd14b4c44e0156cc3e983dbe4"
"214";2023-05-20;"Male";36;"Indonesia";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_e16ed6dd18db8f8edbd6a3a9eb8bfc4d"
"215";2023-05-20;"Female";23;"United Kingdom";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_224ac793f0930ff6b9876c3a7e12012b"
"216";2023-05-20;"Female";35;"Australia";"Master's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_b7c90db4fda1b6cc6ae5ef99318b5b4c"
"217";2023-05-20;"Female";26;"Indonesia";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_44888541ea5f08df469f7f1595f655bf"
"218";2023-05-20;"Male";30;"Indonesia";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_7a8b02e5e4a91a112c0ba9943a391dc9"
"219";2023-05-20;"Female";56;"United Kingdom";"Doctoral or Professional degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_16db94a15f0a2e171fd5065e2d663b25"
"220";2023-05-20;"Female";21;"Indonesia";"High school graduate";"Only snorkeling";"Average";"Yes";NA
"221";2023-05-20;"Male";27;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_a8600b8c962c3b806fd5f289b592b61f"
"222";2023-05-20;"Male";57;"United Kingdom";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_e0c015860dc45d582d8cdcb5efe9ffb4"
"223";2023-05-20;"Female";25;"Indonesia";"Master's degree";"Both diving and snorkeling";"Low";"No";"C_15_judge_79224884dba6b1390601c2aabda8c6f7"
"224";2023-05-20;"Male";24;"Indonesia";"Associate's and/or Bachelor's degree";"Only diving";"Average";"No";"C_15_judge_a2683eb424511d44d2b82e36416b99d8"
"225";2023-05-20;"Male";24;"Indonesia";"Master's degree";"Only snorkeling";"Average";"No";"C_15_judge_1caed46905a138b3cc41ea92818d6c0c"
"226";2023-05-20;"Male";23;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Low";"No";"C_15_judge_b0c91f4873a3f4bc00b75381b64abb69"
"227";2023-05-20;"Male";24;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_d261cfec44f83016ccf6b1aefd562634"
"228";2023-05-20;"Female";27;"United Kingdom";"Master's degree";"Only snorkeling";"Poor";"No";"C_15_judge_14b32cecb5e7c9715cab7157d113c8d8"
"229";2023-05-20;"Female";24;"Indonesia";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_88002b3e938faad0529e108f5afc73cc"
"230";2023-05-20;"Male";52;"Indonesia";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_cd73d76aab54b525c1f3b5535350a24d"
"231";2023-05-20;"Male";24;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_60ab7e7e50d9ac5277f0d447ce2e630a"
"232";2023-05-20;"Male";24;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_9c73b54dc636bd6203f5f164cf6208a4"
"233";2023-05-20;"Female";24;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_efe5bbfac9b8899ba7cc398eb7c841d1"
"234";2023-05-20;"Female";22;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_75d492e0c6f51bcb54874cc9a3c8183c"
"235";2023-05-20;"Female";36;"United States";"Doctoral or Professional degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_ca47200d59698090da880bc2160424bf"
"236";2023-05-20;"Female";24;"Indonesia";"Master's degree";"Only snorkeling";"Average";"No";"C_15_judge_8dd5e527059769b1610f591d4de12245"
"237";2023-05-20;"Male";27;"United Kingdom";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_ea1dbbed76aac9aca11298f60ffe3d0b"
"238";2023-05-20;"Female";26;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_dd54c29a1cc65c0d058242c715cfe3bd"
"239";2023-05-20;"Male";27;"Indonesia";"None";"Both diving and snorkeling";"Average";"No";"C_15_judge_325f0428d26e33e31581d73027384d8a"
"240";2023-05-20;"Male";30;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_9ea3a9681cf778dfc527669ff38132fe"
"241";2023-05-20;"Male";57;"Malaysia";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_9d7327dd6bdce576ae8d95899f6a162e"
"242";2023-05-20;"Female";24;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Poor";"No";"C_15_judge_eab6fedbe37ffcd6cdf0acadc3648727"
"243";2023-05-20;"Female";23;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Average";"Yes";"C_15_judge_3752898485273aa63784284aba72a5dd"
"244";2023-05-20;"Female";39;"Indonesia";"Master's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_dd69fea89dda018ab550bd2a8ca006ec"
"245";2023-05-20;"Female";52;"United Kingdom";"Master's degree";"Only snorkeling";"Good";"No";"C_15_judge_7835210fde094a302c5f4f1866d598c5"
"246";2023-05-20;"Male";46;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_29f29cc9d89f3cacd96c73fce1d839e2"
"247";2023-05-20;"Female";46;"United Kingdom";"Doctoral or Professional degree";"Only snorkeling";"Average";"No";"C_15_judge_c0691612721e2292fb49316c17cd562f"
"248";2023-05-20;"Male";56;"United Kingdom";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Poor";"No";"C_15_judge_2189a38dfd3888b3ed1f0debda83f6c0"
"249";2023-05-20;"Female";28;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Low";"No";"C_15_judge_18e1efea595e9366ed604dc971367c3a"
"250";2023-05-20;"Female";30;"United Kingdom";"Master's degree";"Only snorkeling";"Low";"No";"C_15_judge_77f5b55782b034afc6222aec7a3919cc"
"251";2023-05-20;"Male";30;"Greece";"Master's degree";"Only snorkeling";"Poor";"No";"C_15_judge_e8bec1a38926003e5bed6b91755e5ffd"
"252";2023-05-20;"Male";38;"United States";"Master's degree";"Never";"Low";"No";"C_15_judge_61db9121eec6086e06920f1c6cb9f7d6"
"253";2023-05-20;"Female";34;"France";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_20c114436f3f5632443a53204940a228"
"254";2023-05-20;"Male";47;"Indonesia";"Doctoral or Professional degree";"Only snorkeling";"Good";"No";"C_15_judge_07a27238236e2bb334878a27ee9b70f9"
"255";2023-05-20;"Female";18;"United Kingdom";"High school graduate";"Never";"Average";"No";"C_15_judge_8c0c3f396018a1bf36642d5bafab4574"
"256";2023-05-20;"Female";26;"United Kingdom";"Master's degree";"Only snorkeling";"Good";"No";"C_15_judge_6f43f8463e68541269e437174bc25fba"
"257";2023-05-20;"Female";24;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Low";"No";"C_15_judge_9ec86ced607ea46b3c2e7d05c5fdfbca"
"258";2023-05-20;"Female";24;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Average";"No";"C_15_judge_38f1d36432e00a3a7fd97c3a4e5cdfdb"
"259";2023-05-20;"Male";51;"United States";"Doctoral or Professional degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_daca4694a598204f2706daa4c51a8483"
"260";2023-05-20;"Female";40;"United Kingdom";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_4492b3021e962ec549f0fa0ee3f6ddbe"
"261";2023-05-20;"Male";26;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"Yes";"C_15_judge_291bdaa32163429dc420518756071bf8"
"262";2023-05-20;"Female";24;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Poor";"No";"C_15_judge_9c0bf9ff59417536c34de0a23d589956"
"263";2023-05-20;"Female";38;"Indonesia";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_6dd4a80b3b851973d53e9c05adef3709"
"264";2023-05-20;"Female";50;"United Kingdom";"Master's degree";"Never";"Poor";"No";"C_15_judge_615dfa5441d519ac3fb82957859d7635"
"265";2023-05-20;"Female";32;"United Kingdom";"Associate's and/or Bachelor's degree";"Only snorkeling";"Poor";"No";"C_15_judge_49f134983116fe691ff85b9d1ffa7a39"
"266";2023-05-20;"Male";44;"Mexico";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_b4187095a8233f580328a9ab2cc1dcaa"
"267";2023-05-20;"Female";35;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Low";"No";"C_15_judge_4f0b98f670edc5ec92572e5b2f4f3641"
"268";2023-05-20;"Female";23;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Low";"No";"C_15_judge_9ca4544bbbd65bc6907fd2064fb3069c"
"269";2023-05-20;"Male";31;"Indonesia";"High school graduate";"Only diving";"Good";"No";"C_15_judge_01c948af7cf47c7c5a53994feeb895f5"
"270";2023-05-20;"Male";24;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_5fe369fc7910fd9ce3d47c5e86fecb3e"
"271";2023-05-20;"Male";27;"Indonesia";"Associate's and/or Bachelor's degree";"Only diving";"Average";"No";"C_15_judge_19ab4f9ca6ea9f2976ac8d202030b786"
"272";2023-05-20;"Male";22;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Average";"No";"C_15_judge_27ee94df1ae81aa06cbe46e326d38ec5"
"273";2023-05-20;"Female";23;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Average";"No";"C_15_judge_a0fc253ea75fe3e0d1a8a939497db256"
"274";2023-05-20;"Male";30;"Indonesia";"Master's degree";"Only snorkeling";"Average";"No";"C_15_judge_3a3eaa16efb9a9a2ce08360def05ba4e"
"275";2023-05-20;"Female";25;"United Kingdom";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_159b4025e0649d86f5f91549b8806028"
"276";2023-05-20;"Male";34;"United Kingdom";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_d73bf7f2c2482af613e56ef63c599758"
"277";2023-05-20;"Male";25;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Poor";"No";"C_15_judge_d5fcbf32f61b938a4c6c05742011b0aa"
"278";2023-05-20;"Male";71;"United Kingdom";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_409243c4cf99f11f7baa77d5a3e0e2f7"
"279";2023-05-20;"Female";65;"United States";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_1e78f8ca8673eb9fb074518db46b9e90"
"280";2023-05-20;"Female";29;"Germany";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_23b8002a08cd326b69065f9c6051ad4c"
"281";2023-05-20;"Male";23;"Indonesia";"High school graduate";"Both diving and snorkeling";"Average";"No";"C_15_judge_738af96380a6998a4f665604df4ec50c"
"282";2023-05-20;"Female";23;"United States";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_9d764bb52708c23aa1f27da6776dd2b3"
"283";2023-05-20;"Male";44;"Bahrain";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_86c1e97bba9ada90e6f40489245a7090"
"284";2023-05-20;"Male";22;"United States";"Associate's and/or Bachelor's degree";"Only snorkeling";"Average";"No";"C_15_judge_8cd5945e38582cfbff672279585efbba"
"285";2023-05-20;"Female";48;"United States";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_791d4664a5dc5bedd637a5a3a20faa3d"
"286";2023-05-20;"Female";24;"United States";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_b8114d2995b4ec95d57e2b9204006948"
"287";2023-05-20;"Male";43;"Spain";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_04883fe58a5acc057856cc26c43f6720"
"288";2023-05-20;"Female";23;"France";"Master's degree";"Only snorkeling";"Low";"No";"C_15_judge_36936ba220988fdc68fa04f5f034dedf"
"289";2023-05-20;"Male";60;"United States";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_2a0291223325e5870b70b92c01591dee"
"290";2023-05-20;"Male";36;"Colombia";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_76b0513a9768e7ea3d45008761dccd64"
"291";2023-05-20;"Male";36;"Saudi Arabia";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_91a7947f3f79320681d1f296ee30a528"
"292";2023-05-20;"Female";26;"United States";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_5e5dc9976e18527c211cf0b736aaa5c9"
"293";2023-05-20;"Male";58;"United Kingdom";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_2931786ed02a51396972f470df897ea0"
"294";2023-05-20;"Female";58;"France";"Doctoral or Professional degree";"Only snorkeling";"Good";"No";"C_15_judge_0e32c2ae9fcd08a16153e26a499fb429"
"295";2023-05-20;"Male";21;"France";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Low";"No";"C_15_judge_223328ec2d4620ca96bf5ca859f50bcc"
"296";2023-05-20;"Male";37;"Israel";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_37ce5b8d43dd851385f07df77c71977a"
"297";2023-05-20;"Male";27;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_363e886abc470823180e7a45e27d1ee6"
"298";2023-05-20;"Female";25;"Singapore";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_6a330ba5285eeed1a426bed44ed468a4"
"299";2023-05-20;"Female";19;"United Kingdom";"High school graduate";"Never";"Average";"No";"C_15_judge_1c11ce02025d605a4a25a732444d88d5"
