"";"Horodateur";"Genre";"Age";"Pays";"Plus haut niveau d'étude";"Avez-vous déjà fait de la plongée (bouteille et/ou masque et tuba)";"Comment évaluez-vous vos connaissances sur les récifs coralliens ?";"Avez vous des problèmes avec les perception des couleurs ?";"Si vous souhaitez exercer votre droit de rétractation, veuillez contacter Gita ALISA gitaalisa0808@gmail.com avec le code suivant :"
"628";2023-05-23;"Femme";35;"France";"Bac+5";"Plongée masque et tuba";"Bonne";"Non";"ID_JUGEC_18_judge_56f20612e02f16693931d81e153f8a7a"
"629";2023-05-23;"Homme";35;"France";"Bac+8 (doctorat)";"Les deux";"Excellente";"Non";"ID_JUGEC_18_judge_68aa8712ffc32effed47b5f6ba463918"
"630";2023-05-23;"Femme";38;"France";"Bac+8 (doctorat)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_5675b6c9a4c80a47e0b4ff3d8f91370c"
"631";2023-05-23;"Homme";47;"France";"Bac+8 (doctorat)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_eb52baf83ddc3c4e7e40dbd7b926b70a"
"632";2023-05-23;"Femme";33;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_110d0d2c8e543703a9e0a8fe950f9eec"
"633";2023-05-23;"Femme";25;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_201934442ecd41cc744626db79dfccfd"
"634";2023-05-23;"Femme";20;"France";"Bac+3";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_02f71ec35c98857fdfdfbe2e9bf8ddf8"
"635";2023-05-23;"Homme";22;"France";"Bac+3";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_a765862aa208c8c063004923a4242ead"
"636";2023-05-23;"Femme";30;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_768653e0094b540de5858a0b2c854e56"
"637";2023-05-23;"Femme";40;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_9be291d00740fe331d86f6f6ffabd475"
"638";2023-05-23;"Femme";24;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_4b5f102a4a6e326fba4dff5ecbaabc39"
"639";2023-05-23;"Femme";28;"France";"Bac+8 (doctorat)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_6ac917d58fbda5a4a9288e23318a08ff"
"640";2023-05-23;"Femme";37;"France";"Bac+8 (doctorat)";"Plongée bouteille";"Moyenne";"Non";"ID_JUGEC_18_judge_39bd2a57fba4247f678e0ed39b2784b5"
"641";2023-05-23;"Femme";27;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_4898d2c58bd1c6a0812c18d17f88a5e8"
"642";2023-05-24;"Femme";32;"Belgium";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_23a3b21f576d900c6e10a9741d61299d"
"643";2023-05-24;"Femme";29;"Antarctica";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_ab593c7935cea4e1961c8ce78bb28ffb"
"644";2023-05-24;"Homme";37;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_04bff916cc2142bea7e159415315e432"
"645";2023-05-24;"Femme";37;"France";"Bac+8 (doctorat)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_bb6ece666f84c1313679194df4875d8a"
"646";2023-05-24;"Femme";21;"French Southern Territories";"Bac+3";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_817f7a93986bdca3a183ccf8c675dfbd"
"647";2023-05-24;"Femme";32;"France";"Bac+5";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_9a8489571383f8ae00b7c93d9fb73ce9"
"648";2023-05-24;"Femme";60;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_0c5d7d50ca3685a156462f49d0541871"
"649";2023-05-24;"Femme";37;"France";"Bac+8 (doctorat)";"Plongée bouteille";"Aucune";"Non";"ID_JUGEC_18_judge_e98c8821addb9ec05eec7c283d1f2179"
"650";2023-05-24;"Homme";37;"France";"Bac+8 (doctorat)";"Plongée bouteille";"Faible";"Non";"ID_JUGEC_18_judge_5b5a09002c97eeb6e9a8d519d2726126"
"651";2023-05-24;"Femme";30;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_84bf13ce5c6fa9e98c6d8323e7fa4506"
"652";2023-05-24;"Homme";31;"France";"Bac+8 (doctorat)";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_ee9031fa7883ac58a5f8e45fda86d350"
"653";2023-05-24;"Homme";30;"France";"Bac+8 (doctorat)";"Plongée bouteille";"Moyenne";"Non";"ID_JUGEC_18_judge_8fa38edf86af3a0775b1802759a72b1d"
"654";2023-05-24;"Femme";42;"France";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_95b32c6f57061ca0f91eaf490fcbbea3"
"655";2023-05-24;"Femme";43;"Switzerland";"Bac+3";"Non";"Faible";"Non";"ID_JUGEC_18_judge_8e64785b43a392142bc47a67f103fbbd"
"656";2023-05-24;"Homme";30;"Switzerland";"Bac+8 (doctorat)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_a702833c6c9f8348041e79a20019c548"
"657";2023-05-24;"Homme";29;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_86d3e1ae568ca935990acb3c7be7a6fc"
"658";2023-05-24;"Homme";26;"France";"Bac+5";"Non";"Faible";"Oui";"ID_JUGEC_18_judge_8d0bc2e2a44dc83581a14a4d1c0784f1"
"659";2023-05-24;"Femme";27;"France";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_b90312ad4ed946c457945e7f2858f115"
"660";2023-05-24;"Femme";35;"France";"Bac+8 (doctorat)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_5a80cd5c80f1adca42d4c5c78eb7fd35"
"661";2023-05-24;"Autre";23;"France";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_cdcec1139a126826235d63dd34625f64"
"662";2023-05-24;"Homme";48;"France";"Bac+8 (doctorat)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_31af0de61009c6314931d3d29f6a600e"
"663";2023-05-25;"Femme";30;"France";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_9a29f1b9642d8eef2eb51826c162d835"
"664";2023-05-25;"Femme";31;"France";"Bac+8 (doctorat)";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_030e2996faa7e62ab274591d41b1b63d"
"665";2023-05-25;"Homme";24;"France";"Bac+5";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_2f27defcef3c6a7bb0fec787c66818ea"
"666";2023-05-25;"Homme";23;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_342456efbcb5b367d11f35c006201eda"
"667";2023-05-25;"Homme";43;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Aucune";"Non";"ID_JUGEC_18_judge_939825338a3c4682d98b29b39be6491b"
"668";2023-05-25;"Homme";20;"France";"Bac+3";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_77f3dbd889695a327f61d93d3da8fdd6"
"669";2023-05-25;"Homme";35;"France";"Bac+8 (doctorat)";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_83155ad8d419ad1843b4142b542b1bb2"
"670";2023-05-25;"Homme";43;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_3c8b692671e2bcf99f02f15bd863bc66"
"671";2023-05-25;"Homme";23;"France";"Bac+3";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_2229a038c5f7a548d2ddf5e7aab62303"
"672";2023-05-25;"Femme";36;"France";"Bac+8 (doctorat)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_c60a22ff6647dc7ef4d0e1559bf8eed7"
"673";2023-05-25;"Femme";18;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_23116ccbd2c116872b2c6b6c29a1298d"
"674";2023-05-25;"Femme";13;"France";"Aucun";"Non";"Faible";"Non";"ID_JUGEC_18_judge_b6db1021d2f2a92a1a58d281b2c1ff93"
"675";2023-05-25;"Homme";29;"France";"Bac+5";"Plongée masque et tuba";"Bonne";"Non";"ID_JUGEC_18_judge_caf97a5548f5d2e317db230254519158"
"676";2023-05-25;"Homme";19;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_e8beb9be3e20ba478ec94e7c0c793609"
"677";2023-05-25;"Homme";45;"France";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_7c22130323cb4f5da49b2eaf1f56f79d"
"678";2023-05-26;"Homme";18;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_4037e78dcdb2bf7b0fd7b623013b74b8"
"679";2023-05-26;"Femme";29;"French Southern Territories";"Bac+3";"Non";"Faible";"Non";"ID_JUGEC_18_judge_bfbe3518e6de9192470ce5fda18e0d79"
"680";2023-05-26;"Femme";58;"France";"Bac+8 (doctorat)";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_8745ee891e45c277b6a70c93534e1ad2"
"681";2023-05-26;"Homme";56;"French Southern Territories";"Bac+8 (doctorat)";"Les deux";"Excellente";"Non";"ID_JUGEC_18_judge_7b4b0ba0b3be5507502d66e137f7d6de"
"682";2023-05-26;"Femme";41;"Réunion";"Bac+8 (doctorat)";"Les deux";"Excellente";"Non";"ID_JUGEC_18_judge_f1f26541fe6f229d71b78f20eb09dd2f"
"683";2023-05-26;"Femme";35;"France";"Bac+8 (doctorat)";"Les deux";"Excellente";"Non";"ID_JUGEC_18_judge_eb141e72a0a2fc842d576773c4e3981e"
"684";2023-05-26;"Femme";32;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_271a79b75eb293777558b28b17420a28"
"685";2023-05-26;"Femme";29;"France";"Bac+8 (doctorat)";"Les deux";"Excellente";"Non";"ID_JUGEC_18_judge_54b7e0f1b83b13d6098d6d3935c61f0a"
"686";2023-05-26;"Homme";45;"Mayotte";"Bac+5";"Plongée bouteille";"Excellente";"Non";"ID_JUGEC_18_judge_3920aaea5bf31eb9a21ec06610ee0f16"
"687";2023-05-26;"Femme";38;"France";"Bac+5";"Les deux";"Excellente";"Non";"ID_JUGEC_18_judge_cf2ec998d6873a8f50238159880068e9"
"688";2023-05-26;"Homme";27;"France";"Bac+8 (doctorat)";"Les deux";"Excellente";"Non";"ID_JUGEC_18_judge_188189c7f9cfffcef9aa0250646de24a"
"689";2023-05-26;"Homme";28;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_1a08094ef9acca5d0ef66a6cfc5eefea"
"690";2023-05-26;"Homme";65;"France";"Bac+8 (doctorat)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_2dcf04b9e3e4aad714fe4e8f1f33ae9d"
"691";2023-05-26;"Femme";33;"France";"Bac+5";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_93256fc3b57671811c93d993bde6db31"
"692";2023-05-26;"Femme";42;"France";"Bac+8 (doctorat)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_9b16cd173a408cfd27fd4540900b1695"
"693";2023-05-26;"Femme";24;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_ca462a6f530ab0be6b7b1b27d220a435"
"694";2023-05-26;"Homme";45;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Les deux";"Bonne";"Oui";"ID_JUGEC_18_judge_1107a50008bae08664232c639d0f5b95"
"695";2023-05-26;"Femme";69;"France";"Bac+3";"Plongée bouteille";"Moyenne";"Non";"ID_JUGEC_18_judge_188b3597b58ce88f749c91d4ac2bdd4d"
"696";2023-05-26;"Homme";31;"France";"Bac+8 (doctorat)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_1d287ed3f80e43cb631974f07aa4c7e1"
"697";2023-05-26;"Autre";28;"France";"Bac+3";"Non";"Faible";"Non";"ID_JUGEC_18_judge_e6e1ceeff317d040f6e0d7a00b5c33b1"
"698";2023-05-26;"Femme";46;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_3ed8d67c791d964761c13e7822895795"
"699";2023-05-26;"Femme";44;"Belgium";"Bac+5";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_038c7c1a908fdfe0dda89dccbdf5c8df"
"700";2023-05-26;"Homme";30;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_5296146d5d4e98fad9fc2aa07da98040"
"701";2023-05-26;"Femme";31;"France";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_27f52d560c2c534c3cf17df00d13cfc4"
"702";2023-05-26;"Femme";54;"Belgium";"Bac+3";"Les deux";"Aucune";"Non";"ID_JUGEC_18_judge_58b4a687a459a1840952eb4634bdc842"
"703";2023-05-26;"Femme";35;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_8e8b8faadbfdccc7977af8c9770bbbf1"
"704";2023-05-26;"Femme";29;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_6ab65120daf68fb53cb109411edd5afd"
"705";2023-05-26;"Homme";23;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_30bfc7c7fc34e611415c41ce55c708ef"
"706";2023-05-26;"Femme";30;"France";"Bac+8 (doctorat)";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_4a605ddac958b0f2ec709cbd09b49b23"
"707";2023-05-26;"Femme";43;"France";"Bac+8 (doctorat)";"Plongée bouteille";"Moyenne";"Non";"ID_JUGEC_18_judge_6ec92ddbc64d673f4c3042c080363be2"
"708";2023-05-26;"Homme";58;"France";"Bac+3";"Les deux";"Excellente";"Non";"ID_JUGEC_18_judge_08c17dc2ea5905727b44edc668a89140"
"709";2023-05-26;"Homme";24;"French Polynesia";"Bac+8 (doctorat)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_3841c2bd6fb48548fe0c6573b7058d6d"
"710";2023-05-26;"Homme";47;"France";"Bac+3";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_74473a71198b650433bc070613de807c"
"711";2023-05-26;"Homme";50;"France";"Bac+3";"Les deux";"Excellente";"Non";"ID_JUGEC_18_judge_4ae38cf658dc94a81a9605a605324304"
"712";2023-05-26;"Homme";56;"French Polynesia";"Bac+5";"Les deux";"Excellente";"Non";"ID_JUGEC_18_judge_e07955e87ba10d28315ba3a203372391"
"713";2023-05-26;"Femme";22;"French Polynesia";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_ed0d9eba73ac967586eb6f91ec36adb2"
"714";2023-05-26;"Homme";14;"France";"Certificat d'étude";"Plongée masque et tuba";"Aucune";"Non";"ID_JUGEC_18_judge_2c97183435b33f1c6b97712c6a506acb"
"715";2023-05-26;"Homme";56;"French Polynesia";"Bac+8 (doctorat)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_ef158927eaea5a9212092d33918ae809"
"716";2023-05-26;"Homme";30;"French Polynesia";"Bac+5";"Les deux";"Excellente";"Non";"ID_JUGEC_18_judge_256147596e2283796649dcd63d999a1e"
"717";2023-05-26;"Femme";56;"French Polynesia";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_f7996babb01ea55fad906e5d80f85029"
"718";2023-05-27;"Homme";67;"Philippines";"Aucun";"Les deux";"Aucune";"Non";"ID_JUGEC_18_judge_b826a605a8e9ec47c032626fa17aceb4"
"719";2023-05-27;"Femme";54;"France";"Bac+5";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_341d9f01b6266e685ba65fbf981c9430"
"720";2023-05-27;"Femme";23;"France";"Bac+3";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_b725468c43dae4a29605c3bcc218f953"
"721";2023-05-27;"Homme";39;"New Caledonia";"Bac+5";"Les deux";"Excellente";"Non";"ID_JUGEC_18_judge_b840e8294f2ffd0fd9bd2403d73cf229"
"722";2023-05-27;"Homme";35;"Réunion";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_059c755066dcaea971c702ab6402ce92"
"723";2023-05-27;"Femme";52;"France";"Bac+8 (doctorat)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_74653018aaf67b46f1ca0874263bcd91"
"724";2023-05-27;"Femme";18;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Plongée masque et tuba";"Bonne";"Non";"ID_JUGEC_18_judge_58c70739e309713a1b0ae9313af97f55"
"725";2023-05-27;"Femme";33;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";NA
"726";2023-05-28;"Femme";37;"France";"Bac+8 (doctorat)";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_955fdfa9675aa11b0d362371723209b1"
"727";2023-05-28;"Femme";26;"Réunion";"Bac+5";"Les deux";"Excellente";"Non";"ID_JUGEC_18_judge_10f0e91a3935757ea884d17f2b9c814d"
"728";2023-05-28;"Homme";58;"Réunion";"Bac+5";"Les deux";"Excellente";"Non";"ID_JUGEC_18_judge_c564f6ab865e087e18ab631ea2fe898c"
"729";2023-05-28;"Femme";25;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_a7455eaa3f0f5d0296361232ae9b3ce5"
"730";2023-05-28;"Autre";15;"Belgium";"Certificat d'étude";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_891fdbd3dd02a691542ae49ccb8072a3"
"731";2023-05-28;"Femme";33;"Réunion";"Bac+3";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_204a36a52b20707fb8328068da800471"
"732";2023-05-28;"Homme";42;"France";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_674821d1066f9415cd348f4b3839167a"
"733";2023-05-28;"Femme";24;"France";"Bac+5";"Les deux";"Bonne";"Oui";"ID_JUGEC_18_judge_9653bd80b19c96eba25cd9e1fb16bd0a"
"734";2023-05-28;"Femme";50;"Réunion";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_29a87222aafc18d4b442b98de22acd05"
"735";2023-05-28;"Femme";30;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_95cc09fb3737fd8c2471a4269285f723"
"736";2023-05-28;"Femme";36;"Réunion";"Bac+8 (doctorat)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_aa8a2515b70ab376fc7ebd090c4e4ffb"
"737";2023-05-28;"Femme";25;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_ce05e34c4352e1d6d3f3395f57c4026a"
"738";2023-05-28;"Femme";22;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_9aa1290796ff005cea92459997899404"
"739";2023-05-28;"Homme";34;"France";"Bac+5";"Les deux";"Excellente";"Non";"ID_JUGEC_18_judge_fcea07b8034f93fd52543735f610b0d8"
"740";2023-05-28;"Femme";23;"France";"Bac+5";"Plongée bouteille";"Moyenne";"Non";"ID_JUGEC_18_judge_e334783e7cd89e245296d7c4e667cf4a"
"741";2023-05-29;"Femme";33;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_e0ac58813f08ab4a7c00a4f16d7e8f9c"
"742";2023-05-29;"Homme";25;"Réunion";"Bac+8 (doctorat)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_069a11481a8494134afeb331f3858d8f"
"743";2023-05-29;"Homme";33;"France";"Bac+8 (doctorat)";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_4c842d1699eeef86715c71c9f44cab38"
"744";2023-05-29;"Homme";54;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_e303ea20095e9474c562f3df9c0cf6c1"
"745";2023-05-29;"Femme";54;"France";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_2eac005b4119706cb457f93939c23b62"
"746";2023-05-29;"Femme";24;"France";"Bac+5";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_4626b0729dc8b4c716ee033c533b4370"
"747";2023-05-29;"Femme";33;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_f2638f14d5c3db15bb7205facc890483"
"748";2023-05-29;"Femme";38;"France";"Bac+5";"Plongée bouteille";"Moyenne";"Non";"ID_JUGEC_18_judge_6386c2451717613e7a23426442aec8bc"
"749";2023-05-29;"Femme";28;"France";"Bac+3";"Non";"Faible";"Non";"ID_JUGEC_18_judge_df2104d69f1ffc26e3802f1e95c78022"
"750";2023-05-29;"Homme";27;"France";"Bac+5";"Plongée bouteille";"Faible";"Non";"ID_JUGEC_18_judge_302a05d563d5b4b203cac51f59c2d821"
"751";2023-05-29;"Autre";25;"France";"Bac+3";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_20233b80ba2cafaaca31dee82a5c6c68"
"752";2023-05-29;"Autre";27;"France";"Bac+5";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_5aeaec1424f679c702abc96ec00638a3"
"753";2023-05-29;"Femme";58;"France";"Bac+8 (doctorat)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_72611f007d9d742ce32cca012b678d85"
"754";2023-05-29;"Femme";23;"Réunion";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_7009e06dfd5d924421204c69326c970b"
"755";2023-05-29;"Homme";24;"France";"Bac+3";"Non";"Faible";"Non";"ID_JUGEC_18_judge_2e17f8a2c9b9836ded82fec00f99f08c"
"756";2023-05-29;"Femme";33;"France";"Bac+5";"Plongée masque et tuba";"Aucune";"Non";"ID_JUGEC_18_judge_242ed3072ba895dbd3d2475885f77bcf"
"757";2023-05-30;"Femme";33;"New Caledonia";"Bac+5";"Les deux";"Excellente";"Non";"ID_JUGEC_18_judge_e979f2557a2e581e56b71c7ef794d8b2"
"758";2023-05-30;"Femme";33;"France";"Bac+8 (doctorat)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_afc1359c86dd793f3d7d5dbb5a386c57"
"759";2023-05-30;"Femme";28;"France";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_5db63898dca9fc228b2aa0f44a126018"
"760";2023-05-30;"Homme";41;"France";"Bac+3";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_a8da8270a992309c2854d076ec54d340"
"761";2023-05-30;"Femme";35;"France";"Bac+5";"Plongée bouteille";"Faible";"Non";"ID_JUGEC_18_judge_0ab3fd5dcfadf0e4386b00c0d84321a1"
"762";2023-05-30;"Femme";42;"France";"Bac+8 (doctorat)";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_ed9e9a088be6243e6157816d0932001c"
"763";2023-05-30;"Femme";33;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_345dcf0837ec50f6bcd4d3b68dec4fe1"
"764";2023-05-30;"Femme";28;"France";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_1d1f10cfbedf550f0838b013b99b3032"
"765";2023-05-30;"Femme";26;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_7652c7cb4fc3e00aa2ceb8a8264cab7f"
"766";2023-05-30;"Femme";20;"Réunion";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Bonne";"Non";"ID_JUGEC_18_judge_928b25d5c17dfcb20e7e4f54d918bf58"
"767";2023-05-30;"Femme";33;"France";"Bac+3";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_022f33b5c2d7fa7aaf72a66ef025308e"
"768";2023-05-30;"Femme";32;"Canada";"Bac+5";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_f0f6b5d09c91a7b6fd81848e196d897b"
"769";2023-05-30;"Femme";41;"France";"Bac+8 (doctorat)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_bf5b5a1a79266542cbf1104ed6717c7e"
"770";2023-05-30;"Homme";28;"French Polynesia";"Bac+3";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_44d0a65a887639590289d0d4e8708cb9"
"771";2023-05-30;"Femme";53;"France";"Bac+5";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_bcf95145204f893f0c81fe6ce2c4daa9"
"772";2023-05-30;"Homme";41;"France";"Bac+5";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_d372c46a59e1731a63b786d1f5eb76dc"
"773";2023-05-31;"Homme";26;"New Caledonia";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_bc86788dd8be191ce335c8f5ffad2ca7"
"774";2023-05-31;"Femme";46;"France";"Bac+8 (doctorat)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_cec7feace627ec20545c93d6c06080db"
"775";2023-05-31;"Femme";33;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_727bc86d16e58e1fc616aba1ec1d84cd"
"776";2023-05-31;"Femme";53;"France";"Bac+8 (doctorat)";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_d4ba830aae4eb74c07611877b4573bd6"
"777";2023-05-31;"Femme";52;"France";"Bac+8 (doctorat)";"Plongée bouteille";"Bonne";"Non";"ID_JUGEC_18_judge_0b952f3baea708f3950ffbed6cb5df39"
"778";2023-05-31;"Homme";36;"French Polynesia";"Bac+8 (doctorat)";"Les deux";"Excellente";"Non";"ID_JUGEC_18_judge_8b5750d2fd16d764d6b94b0e63f575c0"
"779";2023-05-31;"Femme";22;"France";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_37b365f83d0d1764bf6e18409c5d8caa"
"780";2023-06-01;"Femme";30;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_5e5928673f35699795c35cb8bc5c2b3e"
"781";2023-06-01;"Homme";43;"Mayotte";"Bac+8 (doctorat)";"Les deux";"Excellente";"Non";"ID_JUGEC_18_judge_f531de058a4edf9a585fe72dc4566e8e"
"782";2023-06-01;"Femme";18;"French Southern Territories";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_6c55d2861988cd1652630e2f5df0705d"
"783";2023-06-01;"Homme";27;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_bac7abef5c27b314907fa2aa6c42ec16"
"784";2023-06-01;"Femme";39;"Réunion";"Bac+8 (doctorat)";"Les deux";"Excellente";"Non";"ID_JUGEC_18_judge_9636646b3d6ae9fbcfe9b23b1e79e223"
"785";2023-06-01;"Femme";29;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_02c0025863a1eda9ee09bc493c9045a3"
"786";2023-06-01;"Homme";28;"France";"Bac+5";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_4617f2c4085464e287af6e51dca30195"
